Estado,Municipio,División,,,,,,,,,,,,,,,,,,,,,,
COLIMA,MINATITLAN,CENTRO OCCIDENTE,,,,,,,,,,,,,,,,,,,,,,
COLIMA,TECOMAN,CENTRO OCCIDENTE,,,,,,,,,,,,,,,,,,,,,,
COLIMA,VILLA DE ALVAREZ,CENTRO OCCIDENTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,CANATLAN,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,CANELAS,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,CONETO DE COMONFORT,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,CUENCAME,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,DURANGO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,EL ORO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,GENERAL SIMON BOLIVAR,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
DURANGO,GENERAL SIMON BOLIVAR,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,GOMEZ PALACIO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,GUADALUPE VICTORIA,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
DURANGO,GUANACEVI,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,HIDALGO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,LERDO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,MAPIMI,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,MEZQUITAL,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,NAZAS,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,NOMBRE DE DIOS,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,NUEVO IDEAL,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,OCAMPO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,OTAEZ,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,PANUCO DE CORONADO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,PENON BLANCO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,POANAS,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,PUEBLO NUEVO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,RODEO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,SAN BERNARDO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,SAN DIMAS,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,SAN JUAN DE GUADALUPE,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,SAN JUAN DEL RIO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,SAN LUIS DEL CORDERO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,SAN PEDRO DEL GALLO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,SANTA CLARA,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
DURANGO,SANTA CLARA,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,SANTIAGO PAPASQUIARO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,SUCHIL,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,TAMAZULA,NOROESTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,TAMAZULA,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,TEPEHUANES,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,TLAHUALILO,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,TOPIA,NORTE,,,,,,,,,,,,,,,,,,,,,,
DURANGO,VICENTE GUERRERO,NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ACAMBAY,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ACOLMAN,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ACULCO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ALMOLOYA DE JUAREZ,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ALMOLOYA DE JUAREZ,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ALMOLOYA DEL RIO,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,AMANALCO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,AMECAMECA,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,APAXCO,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ATENCO,VALLE DE MÉXICO CENTRO,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ATENCO,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ATIZAPAN,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ATIZAPAN DE ZARAGOZA,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ATLACOMULCO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ATLAUTLA,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,AXAPUSCO,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,AYAPANGO,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,CALIMAYA,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,CAPULHUAC,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,CHALCO,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,CHAPA DE MOTA,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,CHAPULTEPEC,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,CHIAUTLA,VALLE DE MÉXICO CENTRO,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,CHIAUTLA,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,CHICOLOAPAN,VALLE DE MÉXICO CENTRO,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,CHICONCUAC,VALLE DE MÉXICO CENTRO,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,CHIMALHUACAN,VALLE DE MÉXICO CENTRO,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,COACALCO DE BERRIOZABAL,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,COCOTITLAN,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,COYOTEPEC,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,CUAUTITLAN,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,CUAUTITLAN IZCALLI,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,DONATO GUERRA,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ECATEPEC DE MORELOS,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ECATZINGO,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,EL ORO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,HUEHUETOCA,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,HUEYPOXTLA,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,HUIXQUILUCAN,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ISIDRO FABELA,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,IXTAPALUCA,CENTRO ORIENTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,IXTAPALUCA,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,IXTAPAN DEL ORO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,IXTLAHUACA,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,JALTENCO,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,JILOTEPEC,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,JILOTEPEC,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,JILOTZINGO,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,JIQUIPILCO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,JOCOTITLAN,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,JOQUICINGO,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,JUCHITEPEC,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,LA PAZ,VALLE DE MÉXICO CENTRO,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,LERMA,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,LUVIANOS,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,MALINALCO,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,MELCHOR OCAMPO,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,METEPEC,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,MEXICALTZINGO,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,MORELOS,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,NAUCALPAN DE JUAREZ,VALLE DE MÉXICO CENTRO,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,NAUCALPAN DE JUAREZ,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,NEXTLALPAN,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,NEZAHUALCOYOTL,VALLE DE MÉXICO CENTRO,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,NEZAHUALCOYOTL,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,NICOLAS ROMERO,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,NOPALTEPEC,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,OCOYOACAC,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,OCUILAN,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,OTUMBA,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,OTZOLOAPAN,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,OTZOLOTEPEC,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,OZUMBA,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,PAPALOTLA,VALLE DE MÉXICO CENTRO,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,POLOTITLAN,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,POLOTITLAN,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,RAYON,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,SAN ANTONIO LA ISLA,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,SAN FELIPE DEL PROGRESO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,SAN JOSE DEL RINCON,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,SAN MARTIN DE LAS PIRAMIDES,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,SAN MATEO ATENCO,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,SANTO TOMAS,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,SOYANIQUILPAN DE JUAREZ,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TECAMAC,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEJUPILCO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEMAMATLA,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEMASCALAPA,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEMASCALCINGO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEMOAYA,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TENANCINGO,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TENANGO DEL AIRE,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TENANGO DEL VALLE,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEOLOYUCAN,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEOTIHUACAN,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEPETLAOXTOC,VALLE DE MÉXICO CENTRO,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEPETLAOXTOC,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEPETLIXPA,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEPOTZOTLAN,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEQUIXQUIAC,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEXCALTITLAN,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEXCALYACAC,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEXCOCO,VALLE DE MÉXICO CENTRO,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TEZOYUCA,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TIANGUISTENCO,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TIMILPAN,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TLALMANALCO,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TLALNEPANTLA DE BAZ,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TLATLAYA,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TOLUCA,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TOLUCA,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TONANITLA,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TULTEPEC,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,TULTITLAN,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,VALLE DE BRAVO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,VALLE DE CHALCO SOLIDARIDAD,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,VILLA DEL CARBON,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,VILLA GUERRERO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,VILLA VICTORIA,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,XALATLACO,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,XONACATLAN,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ZACAZONAPAN,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ZINACANTEPEC,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ZINACANTEPEC,VALLE DE MÉXICO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ZUMPAHUACAN,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
ESTADO DE MÉXICO,ZUMPANGO,VALLE DE MÉXICO NORTE,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,ABASOLO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,ACAMBARO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,APASEO EL ALTO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,APASEO EL GRANDE,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,ATARJEA,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,CELAYA,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,COMONFORT,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,CORONEO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,CORTAZAR,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,CUERAMARO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,DOCTOR MORA,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,DOLORES HIDALGO CUNA DE LA IND,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,GUANAJUATO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,HUANIMARO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,IRAPUATO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,JARAL DEL PROGRESO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,JERECUARO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,LEON,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,MANUEL DOBLADO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,MOROLEON,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,MOROLEON,CENTRO OCCIDENTE,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,OCAMPO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,PENJAMO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,PENJAMO,CENTRO OCCIDENTE,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,PUEBLO NUEVO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,PURISIMA DEL RINCON,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,ROMITA,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,SALAMANCA,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,SALVATIERRA,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,SAN DIEGO DE LA UNION,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,SAN FELIPE,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,SAN FRANCISCO DEL RINCËN,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,SAN JOSE ITURBIDE,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,SAN LUIS DE LA PAZ,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,SAN LUIS DE LA PAZ,GOLFO CENTRO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,SAN MIGUEL DE ALLENDE,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,SANTA CATARINA,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,SANTA CRUZ DE JUVENTINO ROSAS,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,SANTIAGO MARAVATIO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,SILAO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,TARANDACUAO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,TARIMORO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,TIERRA BLANCA,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,URIANGATO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,VALLE DE SANTIAGO,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,VALLE DE SANTIAGO,CENTRO OCCIDENTE,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,VICTORIA,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,VICTORIA,GOLFO CENTRO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,VILLAGRAN,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,XICHU,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,XICHU,GOLFO CENTRO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,YURIRIA,BAJÍO,,,,,,,,,,,,,,,,,,,,,,
GUANAJUATO,YURIRIA,CENTRO OCCIDENTE,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,ACAPULCO DE JUAREZ,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,ACATEPEC,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,AHUACUOTZINGO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,AJUCHITLAN DEL PROGRESO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,ALCOZAUCA DE GUERRERO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,ALPOYECA,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,APAXTLA,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,ARCELIA,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,ATENANGO DEL RIO,CENTRO ORIENTE,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,ATENANGO DEL RIO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,ATLAMAJALCINGO DEL MONTE,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,ATLIXTAC,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,ATOYAC DE ALVAREZ,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,AYUTLA DE LOS LIBRES,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,AZOYU,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,BENITO JUAREZ,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,BUENAVISTA DE CUELLAR,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,CHILAPA DE ALVAREZ,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,CHILPANCINGO DE LOS BRAVO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,COAHUAYUTLA DE JOSE MARIA IZAZ,CENTRO OCCIDENTE,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,COAHUAYUTLA DE JOSE MARIA IZAZ,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,COCHOAPA EL GRANDE,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,COCULA,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,COPALA,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,COPALILLO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,COPANATOYAC,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,COYUCA DE BENITEZ,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,COYUCA DE CATALAN,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,CUAJINICUILAPA,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,CUALAC,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,CUAUHTEPEC,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,CUETZALA DEL PROGRESO,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,CUTZAMALA DE PINZON,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,EDUARDO NERI,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
GUERRERO,FLORENCIO VILLARREAL,CENTRO SUR,,,,,,,,,,,,,,,,,,,,,,
